,date,token,token_name,weight
0,2022-09-07,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,33.974178813481885
1,2022-09-07,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,AVAX,8.01946590855894
2,2022-09-07,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USDC.e,29.179299055709006
3,2022-09-07,0x50b7545627a5162f82a992c33b87adc75187b218,WBTC.e,7.0485606664521425
4,2022-09-07,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,16.26636347577473
5,2022-09-07,0x152b9d0fdc40c096757f570a51e494bd4b943e50,BTC.b,5.511552155683407
6,2022-09-07,0x130966628846bfd36ff31a822705796e8cb8c18d,MIM,0.0005799243398869764
7,2022-09-06,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,32.087931251677496
8,2022-09-06,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,AVAX,8.621534028688787
9,2022-09-06,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USDC.e,30.298170761052027
10,2022-09-06,0x50b7545627a5162f82a992c33b87adc75187b218,WBTC.e,7.125775164877953
11,2022-09-06,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,16.28765839939884
12,2022-09-06,0x152b9d0fdc40c096757f570a51e494bd4b943e50,BTC.b,5.5783076936766935
13,2022-09-06,0x130966628846bfd36ff31a822705796e8cb8c18d,MIM,0.0006227006282030782
14,2022-09-05,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,29.828893946247323
15,2022-09-05,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,AVAX,12.903109980707162
16,2022-09-05,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USDC.e,27.657165271469722
17,2022-09-05,0x50b7545627a5162f82a992c33b87adc75187b218,WBTC.e,7.227062197244102
18,2022-09-05,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,16.71043003640128
19,2022-09-05,0x152b9d0fdc40c096757f570a51e494bd4b943e50,BTC.b,5.673338567930408
20,2022-09-04,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,30.28611295596177
21,2022-09-04,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,AVAX,12.211748005346013
22,2022-09-04,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USDC.e,27.656307291955212
23,2022-09-04,0x50b7545627a5162f82a992c33b87adc75187b218,WBTC.e,7.172414170298397
24,2022-09-04,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,16.98600136616407
25,2022-09-04,0x152b9d0fdc40c096757f570a51e494bd4b943e50,BTC.b,5.687416210274538
26,2022-09-03,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,30.29768099564159
27,2022-09-03,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,AVAX,12.210670830104721
28,2022-09-03,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USDC.e,27.859725617656643
29,2022-09-03,0x50b7545627a5162f82a992c33b87adc75187b218,WBTC.e,7.133521507236578
30,2022-09-03,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,16.85007008474939
31,2022-09-03,0x152b9d0fdc40c096757f570a51e494bd4b943e50,BTC.b,5.6483309646110795
32,2022-09-02,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,28.208656043947546
33,2022-09-02,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,AVAX,14.421028117633673
34,2022-09-02,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USDC.e,27.693467435476933
35,2022-09-02,0x50b7545627a5162f82a992c33b87adc75187b218,WBTC.e,7.161630334641822
36,2022-09-02,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,16.82053971743915
